appid,review,detail,review_num,review_response_num
374320,1,1,77499,0
374510,1,1,42,2
375010,1,1,307,0
375040,1,1,85,0
375170,1,1,40,0
375200,1,1,1075,0
375320,1,1,315,1
375530,1,1,3800,263
375910,1,1,5627,21
376210,1,1,22800,0
376560,1,1,134,0
377140,1,1,636,0
377470,1,1,164,0
377680,1,1,1442,0
377690,1,1,249,0
378390,1,1,7,0
378610,1,1,6508,6
378750,1,1,152,0
378830,1,1,55,0
380650,1,1,3,0
380950,1,1,24,0
381170,1,1,82,2
381260,1,1,196,2
381750,1,1,242,0
382080,1,1,431,5
382380,1,1,180,0
383240,1,1,29,4
383670,1,1,37,0
383690,1,1,192,0
383840,1,1,2002,133
384120,1,1,54,0
384200,1,1,133,3
384570,1,1,992,0
384990,1,1,94,0
385030,1,1,61,3
385360,1,1,124,0
385840,1,1,25,0
385850,1,1,11,0
385900,1,1,57,0
386180,1,1,59379,1906
386510,1,1,161,0
387010,1,1,193,2
387930,1,1,448,0
388210,1,1,4143,0
388490,1,1,325,0
388660,1,1,65,1
388720,1,1,51,0
389190,1,1,82,2
390870,1,1,108,0
391220,1,1,11700,0
391910,1,1,26,0
392030,1,1,111,0
392260,1,1,245,0
392930,1,1,68,0
393540,1,1,7,0
393930,1,1,433,0
394290,1,1,109,0
394550,1,1,119,0
394700,1,1,361,0
394720,1,1,25,0
395270,1,1,380,3
395930,1,1,110,0
396090,1,1,252,0
396320,1,1,56,2
396640,1,1,371,1
396800,1,1,529,0
396860,1,1,202,1
396930,1,1,20,0
397100,1,1,887,0
397440,1,1,80,0
397660,1,1,20,0
397740,1,1,4610,0
397760,1,1,81,0
397800,1,1,31,0
398100,1,1,577,3
398110,1,1,24,0
398150,1,1,89,0
398900,1,1,1,0
398920,1,1,49,0
399140,1,1,64,1
399820,1,1,2714,17
399900,1,1,32,0
400370,1,1,390,0
400470,1,1,131,2
400630,1,1,4200,23
400880,1,1,37,0
400910,1,1,795,0
401330,1,1,72,0
401820,1,1,134,0
402150,1,1,51,0
402390,1,1,356,0
402620,1,1,1251,0
402750,1,1,518,0
403090,1,1,48,0
403100,1,1,60,0
403120,1,1,2313,0
403190,1,1,9271,437
403230,1,1,25,0
403460,1,1,24,0
404040,1,1,447,0
404050,1,1,168,1
404640,1,1,247,13
404750,1,1,13,0
405070,1,1,11,0
405240,1,1,26,0
405640,1,1,5600,0
406290,1,1,2596,1
406870,1,1,783,0
407300,1,1,718,0
407380,1,1,53,0
407710,1,1,71,0
408250,1,1,384,0
408440,1,1,86,0
408760,1,1,387,0
409170,1,1,58,0
409420,1,1,62,0
409600,1,1,328,0
409630,1,1,37,2
409890,1,1,605,0
410130,1,1,78,0
410430,1,1,680,0
411630,1,1,15,0
411740,1,1,80,0
412050,1,1,393,0
412620,1,1,192,0
412790,1,1,226,0
413760,1,1,38,1
414530,1,1,4233,58
415180,1,1,115,0
415480,1,1,929,0
415670,1,1,118,0
415830,1,1,314,0
416000,1,1,328,16
416110,1,1,148,0
416200,1,1,44,0
416220,1,1,12,0
416340,1,1,34,0
416640,1,1,121,0
416720,1,1,58,0
417130,1,1,0,0
417900,1,1,32,0
418040,1,1,735,0
418160,1,1,71,0
418190,1,1,797,0
418340,1,1,11548,0
418360,1,1,93,0
418910,1,1,178,0
419020,1,1,27,0
419480,1,1,3451,173
419700,1,1,44,0
420110,1,1,7600,0
420210,1,1,249,0
420920,1,1,59,0
421710,1,1,62,0
421810,1,1,383,3
423490,1,1,580,2
423550,1,1,264,0
423710,1,1,329,0
423760,1,1,121,0
423870,1,1,64,0
423910,1,1,22,0
424320,1,1,35,0
426630,1,1,439,0
427760,1,1,606,1
428220,1,1,348,0
428240,1,1,2,0
428260,1,1,72,0
428410,1,1,28,0
428660,1,1,7282,45
428980,1,1,20,0
429050,1,1,300,0
429120,1,1,34,0
429270,1,1,10,0
429480,1,1,12,0
429680,1,1,1349,0
429790,1,1,8776,2305
430290,1,1,51,0
431280,1,1,207,4
431680,1,1,46,0
431740,1,1,55,0
431940,1,1,800,18
432350,1,1,5040,39
432470,1,1,314,0
432480,1,1,18,0
432620,1,1,17,0
432950,1,1,104,3
433120,1,1,15,0
433170,1,1,1773,29
433190,1,1,104,63
433280,1,1,833,0
433660,1,1,16,0
433750,1,1,160,1
434240,1,1,27,0
434260,1,1,2871,0
434280,1,1,0,0
434290,1,1,150,7
434600,1,1,52,2
434610,1,1,337,0
434870,1,1,11,0
434920,1,1,66,0
435030,1,1,2800,1
435800,1,1,78,0
436230,1,1,359,142
436260,1,1,234,4
436320,1,1,1400,50
436520,1,1,2700,0
436860,1,1,61,0
437020,1,1,112,0
437060,1,1,53,0
437720,1,1,176,0
438100,1,1,4599,0
438270,1,1,1997,0
438560,1,1,79,0
438720,1,1,56,0
439880,1,1,40,0
440450,1,1,47,8
440660,1,1,37,1
440690,1,1,70,0
440750,1,1,32,0
440770,1,1,14,0
441350,1,1,205,0
441680,1,1,195,0
442070,1,1,300,0
442710,1,1,453,0
443260,1,1,89,2
443420,1,1,209,0
443460,1,1,97,0
444640,1,1,0,0
444800,1,1,299,0
445550,1,1,12,0
445750,1,1,134,0
445800,1,1,163,2
446450,1,1,43,0
446600,1,1,126,2
446760,1,1,40,0
446910,1,1,109,0
447010,1,1,24,0
447040,1,1,600,0
447190,1,1,272,0
447210,1,1,78,0
448290,1,1,401,1
448520,1,1,36,0
448570,1,1,125,5
448710,1,1,30,0
448730,1,1,16,0
448850,1,1,1880,3
448930,1,1,137,0
448990,1,1,3,0
449120,1,1,17,0
449450,1,1,66,4
449700,1,1,11,0
449770,1,1,5,0
451200,1,1,23,0
451360,1,1,35,0
451640,1,1,60,0
452320,1,1,51,9
452450,1,1,110,0
452920,1,1,50,0
453310,1,1,412,0
453320,1,1,19,1
453690,1,1,600,7
453720,1,1,340,0
453730,1,1,39,0
453810,1,1,38,1
453860,1,1,0,0
453910,1,1,100,0
454410,1,1,655,0
454830,1,1,10,0
455300,1,1,603,165
455640,1,1,33,0
456180,1,1,125,3
456390,1,1,45,0
456660,1,1,66,0
456740,1,1,16,0
456750,1,1,0,0
456780,1,1,0,0
457320,1,1,461,0
457380,1,1,104,0
457810,1,1,74,0
457980,1,1,26,0
458230,1,1,5,0
458630,1,1,185,1
459310,1,1,110,0
459410,1,1,10,1
459730,1,1,2,0
460120,1,1,3152,0
460580,1,1,23,0
461380,1,1,57,0
461520,1,1,247,0
461600,1,1,4,0
461620,1,1,1811,54
461750,1,1,143,1
461760,1,1,63,0
461780,1,1,139,0
462110,1,1,139,0
462630,1,1,15,0
462830,1,1,59,0
462910,1,1,72,0
463160,1,1,147,2
463350,1,1,576,0
463510,1,1,40,17
463530,1,1,100,0
463710,1,1,160,0
464040,1,1,17,0
464110,1,1,14,0
464360,1,1,1106,22
464780,1,1,987,0
465180,1,1,87,4
465990,1,1,12,0
466170,1,1,1648,27
466520,1,1,50,0
466560,1,1,596,0
466660,1,1,658,9
466810,1,1,603,0
467270,1,1,78,2
467350,1,1,13,0
467680,1,1,193,0
467760,1,1,297,0
467790,1,1,6,0
468100,1,1,103,0
468150,1,1,8,0
468570,1,1,117,0
469610,1,1,200,0
469710,1,1,43,0
470220,1,1,798,4
470270,1,1,414,0
470310,1,1,1900,1896
470440,1,1,66,0
470450,1,1,117,0
470490,1,1,19,1
470580,1,1,54,0
470590,1,1,72,0
471220,1,1,7,0
471720,1,1,24,0
471920,1,1,228,0
473480,1,1,17,0
473840,1,1,36,0
473930,1,1,1,0
473970,1,1,194,9
474030,1,1,257,1
474210,1,1,1113,2
474980,1,1,158,1
475960,1,1,122,1
476000,1,1,10,0
477180,1,1,93,1
478020,1,1,6,0
479040,1,1,35,0
479180,1,1,28,0
479310,1,1,54,1
480900,1,1,121,0
481190,1,1,370,0
485130,1,1,5,0
485290,1,1,22,0
485490,1,1,267,0
486020,1,1,95,2
486470,1,1,22,0
486850,1,1,124,0
486860,1,1,300,0
486890,1,1,6,0
487160,1,1,120,0
487370,1,1,596,0
488020,1,1,7,0
488150,1,1,30,0
488550,1,1,1004,48
488920,1,1,365,2
488960,1,1,98,4
489070,1,1,90,0
489080,1,1,6,0
489100,1,1,10,0
489140,1,1,0,0
489370,1,1,417,0
489600,1,1,510,8
489630,1,1,500,0
489760,1,1,44,0
490280,1,1,904,51
490880,1,1,53,0
490930,1,1,277,16
491100,1,1,12,0
491260,1,1,0,0
491280,1,1,822,1
491660,1,1,33,0
492200,1,1,20,0
493200,1,1,4297,2
493410,1,1,24,0
493670,1,1,9,0
493720,1,1,587,3
494000,1,1,9,0
494020,1,1,3,0
494090,1,1,39,0
494850,1,1,4,0
495760,1,1,16,0
496030,1,1,27,0
496080,1,1,6,0
496400,1,1,133,0
496530,1,1,48,0
496610,1,1,7,0
496690,1,1,138,0
496810,1,1,1366,0
497360,1,1,106,0
497880,1,1,16,0
498360,1,1,5,0
498510,1,1,64,0
499440,1,1,3800,0
500170,1,1,145,0
500710,1,1,1756,36
500980,1,1,20,0
501420,1,1,3,0
501440,1,1,16,0
501450,1,1,7,0
501590,1,1,500,0
501940,1,1,46,0
502130,1,1,260,0
502140,1,1,250,2
502280,1,1,3273,0
502550,1,1,1262,0
502650,1,1,36,0
503770,1,1,625,89
503950,1,1,52,7
504110,1,1,59,0
504370,1,1,799,0
504380,1,1,143,0
504460,1,1,90,0
505090,1,1,76,0
505640,1,1,790,6
506550,1,1,29,1
507340,1,1,13,0
507380,1,1,233,0
508180,1,1,281,0
508250,1,1,7,0
508540,1,1,37,1
508650,1,1,64,10
508910,1,1,40,0
508930,1,1,22,0
509580,1,1,1512,6
509930,1,1,56,0
509980,1,1,100,0
510040,1,1,35,0
510500,1,1,900,6
510660,1,1,1135,0
510750,1,1,74,0
511010,1,1,37,4
511110,1,1,0,0
511460,1,1,16,0
511560,1,1,18,0
511570,1,1,62,0
511830,1,1,12,0
512070,1,1,18,0
512150,1,1,39,0
512170,1,1,85,0
512300,1,1,603,2
512370,1,1,5,0
512410,1,1,74,0
512740,1,1,83,0
512890,1,1,295,0
512900,1,1,900,0
513050,1,1,17,0
513160,1,1,0,0
513250,1,1,44,0
513260,1,1,5,0
513450,1,1,1505,0
513620,1,1,208,0
513710,1,1,6959,549
513960,1,1,11,0
513990,1,1,63,0
514180,1,1,102,0
514310,1,1,960,0
514400,1,1,23,0
514460,1,1,193,0
514760,1,1,6,0
514810,1,1,43,0
514890,1,1,109,0
515230,1,1,41,0
515700,1,1,18,0
515890,1,1,7,0
516010,1,1,19,0
516030,1,1,24,3
516480,1,1,604,6
516510,1,1,642,14
516550,1,1,14,0
516600,1,1,679,0
516610,1,1,12,0
517240,1,1,9,0
517460,1,1,36,3
517780,1,1,231,11
518000,1,1,9,0
519170,1,1,33,0
519860,1,1,999,0
519990,1,1,22,0
520470,1,1,53,0
520510,1,1,10,0
521250,1,1,0,0
521560,1,1,63,3
521650,1,1,7,0
522040,1,1,613,0
522230,1,1,532,0
522240,1,1,344,5
522300,1,1,20,1
522940,1,1,654,0
523000,1,1,1458,0
523740,1,1,302,23
523860,1,1,0,0
523970,1,1,12,0
524640,1,1,680,6
525150,1,1,96,1
525380,1,1,217,1
525690,1,1,106,0
525740,1,1,39,0
526730,1,1,44,0
527260,1,1,12,1
527800,1,1,75,0
527880,1,1,13,0
527960,1,1,7,0
527990,1,1,259,0
528190,1,1,8,0
528430,1,1,100,0
528730,1,1,224,1
529020,1,1,115,4
529070,1,1,0,0
529280,1,1,18,0
529660,1,1,1356,1
529780,1,1,1736,1
530080,1,1,5,0
530120,1,1,425,1
530340,1,1,0,0
530500,1,1,18,0
530620,1,1,4449,0
530630,1,1,2319,16
530920,1,1,209,1
530960,1,1,117,26
531070,1,1,22,0
531510,1,1,2500,1
532080,1,1,14,1
532790,1,1,0,0
533470,1,1,11,0
533700,1,1,0,0
533890,1,1,21,0
533920,1,1,4,0
534200,1,1,49,0
534920,1,1,25,0
535240,1,1,3,0
535350,1,1,7,3
535530,1,1,9,0
535650,1,1,20,0
535910,1,1,37,0
535980,1,1,48,0
536460,1,1,0,0
536490,1,1,42,0
536560,1,1,252,0
536630,1,1,33,0
536640,1,1,80,3
536770,1,1,60,0
538110,1,1,22,0
538560,1,1,16,0
538990,1,1,77,0
539450,1,1,273,0
540650,1,1,19,0
541350,1,1,46,0
542410,1,1,23,0
542690,1,1,75,0
542790,1,1,7,0
542880,1,1,108,0
543010,1,1,260,0
543240,1,1,526,1
543290,1,1,10,0
544180,1,1,216,0
544650,1,1,84,0
544750,1,1,12576,0
544870,1,1,86,0
545640,1,1,15,0
546050,1,1,5342,0
546070,1,1,118,2
546200,1,1,135,0
546340,1,1,139,0
546430,1,1,2061,39
547200,1,1,9,0
547880,1,1,16,0
547920,1,1,3,0
547990,1,1,13,0
548130,1,1,36,0
548290,1,1,263,0
548320,1,1,25,0
548710,1,1,33,0
549170,1,1,120,0
549700,1,1,41,1
549770,1,1,89,0
550170,1,1,26,11
550320,1,1,3700,2
550560,1,1,7,0
551110,1,1,200,0
551450,1,1,391,6
551930,1,1,104,0
552380,1,1,10,0
552440,1,1,793,1
552480,1,1,2,0
552580,1,1,74,0
553050,1,1,17,0
553410,1,1,10,0
553450,1,1,48,0
553680,1,1,1,1
553800,1,1,44,0
554560,1,1,6,0
554600,1,1,493,0
555580,1,1,66,0
555720,1,1,47,1
555820,1,1,18,0
555920,1,1,104,0
556160,1,1,211,0
556250,1,1,24,0
556870,1,1,372,0
556960,1,1,46,0
557040,1,1,597,0
557570,1,1,29,0
557720,1,1,7,0
557760,1,1,4,0
557790,1,1,15,0
557810,1,1,631,0
558720,1,1,4,0
559010,1,1,393,0
559170,1,1,7,0
559300,1,1,4,0
559310,1,1,159,6
559450,1,1,12,0
560370,1,1,321,0
560430,1,1,875,0
560570,1,1,13,0
560660,1,1,0,0
560720,1,1,235,0
560730,1,1,130,0
560820,1,1,95,0
560930,1,1,5,0
561450,1,1,56,0
562330,1,1,58,0
562340,1,1,89,8
562430,1,1,254,0
562480,1,1,130,0
563120,1,1,185,0
563130,1,1,37,0
563360,1,1,347,17
563370,1,1,4,0
563430,1,1,136,0
563560,1,1,700,1
563610,1,1,3,0
564920,1,1,5,0
565760,1,1,0,0
566050,1,1,900,0
566270,1,1,47,1
566430,1,1,32,1
566690,1,1,11,0
566900,1,1,21,0
567030,1,1,665,0
567320,1,1,100,1
567640,1,1,600,0
567660,1,1,30,0
568310,1,1,13,0
568570,1,1,4070,3
568800,1,1,20,0
568920,1,1,32,0
569570,1,1,55,5
569610,1,1,487,0
570060,1,1,5,0
570110,1,1,15,0
570490,1,1,196,0
570890,1,1,78,0
571050,1,1,15,1
571180,1,1,2,0
571310,1,1,6382,0
571340,1,1,64,2
571630,1,1,37,5
572040,1,1,31,0
572240,1,1,31,0
572510,1,1,19,0
572630,1,1,25,0
572710,1,1,87,0
572730,1,1,131,0
572740,1,1,143,0
572980,1,1,8,0
573260,1,1,12,0
573490,1,1,388,43
573780,1,1,127,1
574150,1,1,14,0
574440,1,1,66,0
575680,1,1,160,0
575710,1,1,12,1
576310,1,1,247,0
576660,1,1,42,1
576800,1,1,32,2
576840,1,1,100,1
577710,1,1,103,18
577780,1,1,8,1
578420,1,1,38,0
578430,1,1,105,0
578800,1,1,172,0
578930,1,1,203,4
578990,1,1,24,0
579120,1,1,134,0
579560,1,1,0,0
580820,1,1,66,0
580880,1,1,23,0
580900,1,1,0,0
580950,1,1,17,0
581120,1,1,530,7
581310,1,1,75,12
581460,1,1,12,0
581740,1,1,14,1
581820,1,1,137,0
581840,1,1,57,0
583090,1,1,500,1
583570,1,1,4,0
584040,1,1,7,0
